"","Zone.Code","All_People","England","Scotland","Wales","Northern_Ireland","Rep_Ireland","Other_EU","Elsewhere"
"38864","60RF000865",111,7,99,1,0,0,0,4
"38865","60RF000866",184,1,182,0,1,0,0,0
"38866","60RF000867",87,3,79,0,2,0,0,3
"38867","60RF000868",75,2,71,0,1,1,0,0
"38868","60RF000869",157,5,148,0,0,1,1,2
"38869","60RF000870",139,3,135,0,1,0,0,0
"38870","60RF000871",122,4,115,0,0,0,3,0
"38871","60RF000872",111,3,107,0,1,0,0,0
"38872","60RF000873",114,3,108,0,1,1,1,0
"38873","60RF000874",139,4,134,0,0,0,0,1
"38874","60RF000875",152,4,145,1,1,0,0,1
"38875","60RF000876",57,0,53,0,0,0,1,3
"38876","60RF000877",85,1,84,0,0,0,0,0
"38877","60RF000878",97,0,97,0,0,0,0,0
"38878","60RF000879",105,3,100,0,0,0,1,1
"38879","60RF000880",91,4,85,0,0,0,2,0
"38880","60RF000881",110,2,108,0,0,0,0,0
"38881","60RF000882",156,0,156,0,0,0,0,0
"38882","60RF000883",136,5,130,0,0,0,0,1
"38883","60RF000884",103,4,94,0,1,0,4,0
"38884","60RF000885",142,4,134,1,0,0,1,2
"38885","60RF000886",135,2,129,1,1,0,1,1
"38886","60RF000887",130,6,122,0,1,0,1,0
"38887","60RF000888",112,3,108,0,0,0,1,0
"38888","60RF000889",168,7,157,1,0,0,0,3
"38889","60RF000890",177,3,171,0,0,0,1,2
"38890","60RF000891",61,5,54,0,1,0,0,1
"38891","60RF000892",249,21,227,0,1,0,0,0
"38892","60RF000893",131,3,125,0,1,2,0,0
"38893","60RF000894",88,6,81,0,0,0,1,0
"38894","60RF000895",153,11,141,0,1,0,0,0
"38895","60RF000896",124,3,119,0,0,1,0,1
"38896","60RF000897",114,3,111,0,0,0,0,0
"38897","60RF000898",133,1,131,0,0,0,0,1
"38898","60RF000899",82,7,74,0,0,0,1,0
"38899","60RF000900",112,2,110,0,0,0,0,0
"38900","60RF000901",96,1,94,0,0,0,0,1
"38901","60RF000902",138,1,134,1,0,0,1,1
"38902","60RF000903",104,1,101,1,0,0,1,0
"38903","60RF000904",110,3,106,1,0,0,0,0
"38904","60RF000905",142,2,138,0,0,0,0,2
"38905","60RF000906",163,7,150,0,0,1,1,4
"38906","60RF000907",145,5,137,0,0,1,0,2
"38907","60RF000908",128,7,119,0,0,0,1,1
"38908","60RF000909",128,2,124,0,1,0,0,1
"38909","60RF000910",124,6,114,3,1,0,0,0
"38910","60RF000911",118,4,110,2,2,0,0,0
"38911","60RF000912",131,5,125,0,0,0,1,0
"38912","60RF000913",184,5,178,0,0,0,0,1
"38913","60RF000914",127,4,119,1,3,0,0,0
"38914","60RF000915",127,4,123,0,0,0,0,0
"38915","60RF000916",134,7,125,0,0,0,0,2
"38916","60RF000917",71,1,67,0,0,0,3,0
"38917","60RF000918",108,9,95,0,1,0,0,3
"38918","60RF000919",93,7,81,0,0,3,2,0
"38919","60RF000920",93,1,90,0,2,0,0,0
"38920","60RF000921",115,3,108,0,1,0,2,1
"38921","60RF000922",73,2,68,0,0,1,0,2
"38922","60RF000923",135,1,129,2,0,0,0,3
"38923","60RF000924",126,0,124,0,0,0,0,2
"38924","60RF000925",86,1,84,0,1,0,0,0
"38925","60RF000926",102,1,99,0,0,0,0,2
"38926","60RF000927",148,5,138,0,2,0,2,1
"38927","60RF000928",143,3,137,0,0,0,0,3
"38928","60RF000929",165,4,158,0,0,0,1,2
"38929","60RF000930",122,10,108,0,0,0,1,3
"38930","60RF000931",110,4,104,0,0,0,0,2
"38931","60RF000932",98,2,94,0,0,0,1,1
"38932","60RF000933",67,2,64,0,0,0,1,0
"38933","60RF000934",146,10,135,0,1,0,0,0
"38934","60RF000935",114,4,110,0,0,0,0,0
"38935","60RF000936",135,7,122,1,3,0,1,1
"38936","60RF000937",88,2,83,0,0,0,0,3
"38937","60RF000938",161,9,146,0,1,0,0,5
"38938","60RF000939",166,5,157,1,0,0,0,3
"38939","60RF000940",170,10,157,0,0,0,0,3
"38940","60RF000941",143,2,139,0,0,0,1,1
"38941","60RF000942",92,4,86,0,0,0,0,2
"38942","60RF000943",189,3,182,0,2,0,0,2
"38943","60RF000944",133,6,126,0,0,0,0,1
"38944","60RF000945",167,5,156,0,0,1,1,4
"38945","60RF000946",132,11,113,1,0,1,2,4
"38946","60RF000947",54,4,47,0,1,0,2,0
"38947","60RF000948",129,6,122,0,1,0,0,0
"38948","60RF000949",215,9,203,0,0,1,0,2
"38949","60RF000950",87,5,81,0,0,0,1,0
"38950","60RF000951",231,17,211,0,0,1,1,1
"38951","60RF000952",139,3,136,0,0,0,0,0
"38952","60RF000953",135,3,132,0,0,0,0,0
"38953","60RF000954",179,6,169,0,0,0,1,3
"38954","60RF000955",123,1,121,0,1,0,0,0
"38955","60RF000956",96,1,93,1,0,0,0,1
"38956","60RF000957",161,1,158,0,0,1,1,0
"38957","60RF000958",124,7,116,0,0,0,0,1
"38958","60RF000959",77,2,74,0,0,0,1,0
"38959","60RF000960",122,2,113,1,1,0,0,5
"38960","60RF000961",137,4,130,0,0,0,0,3
"38961","60RF000962",97,2,94,0,0,1,0,0
"38962","60RF000963",51,0,49,0,0,0,0,2
"38963","60RF000964",199,10,184,1,0,0,1,3
"38964","60RF000965",151,8,136,0,0,0,1,6
"38965","60RF000966",189,5,179,0,1,0,2,2
"38966","60RF000967",115,2,108,1,0,1,0,3
"38967","60RF000968",129,18,103,0,0,2,0,6
"38968","60RF000969",78,3,73,1,0,1,0,0
"38969","60RF000970",51,5,45,0,0,0,0,1
"38970","60RF000971",99,2,94,0,2,0,0,1
"38971","60RF000972",83,3,79,0,1,0,0,0
"38972","60RF000973",61,2,57,0,0,1,0,1
"38973","60RF000974",67,4,61,0,1,0,0,1
"38974","60RF000975",104,2,99,0,1,1,0,1
"38975","60RF000976",105,5,100,0,0,0,0,0
"38976","60RF000977",135,3,132,0,0,0,0,0
"38977","60RF000978",105,0,105,0,0,0,0,0
"38978","60RF000979",80,1,77,0,0,1,0,1
"38979","60RF000980",140,3,135,0,0,0,0,2
"38980","60RF000981",104,2,100,0,0,0,1,1
"38981","60RF000982",100,5,94,0,0,0,0,1
"38982","60RF000983",107,2,105,0,0,0,0,0
"38983","60RF000984",107,13,88,1,0,3,1,1
"38984","60RF000985",112,3,105,0,3,0,0,1
"38985","60RF000986",114,3,109,0,0,0,2,0
"38986","60RF000987",92,2,90,0,0,0,0,0
"38987","60RF000988",69,2,66,0,0,0,0,1
"38988","60RF000989",132,3,123,0,0,0,2,4
"38989","60RF000990",118,3,105,0,0,0,0,10
"38990","60RF000991",157,7,147,0,0,0,1,2
"38991","60RF000992",127,6,121,0,0,0,0,0
"38992","60RF000993",101,12,89,0,0,0,0,0
"38993","60RF000994",158,6,145,1,0,0,1,5
"38994","60RF000995",165,9,153,0,0,0,2,1
"38995","60RF000996",126,4,119,1,0,1,1,0
"38996","60RF000997",142,4,136,0,0,1,1,0
"38997","60RF000998",128,5,117,1,1,0,3,1
"38998","60RF000999",121,4,113,0,0,0,4,0
"38999","60RF001000",176,8,161,0,0,1,0,6
"39000","60RF001001",124,10,104,0,0,2,2,6
"39001","60RF001002",121,3,112,0,0,1,0,5
"39002","60RF001003",138,4,133,0,1,0,0,0
"39003","60RF001004",101,3,97,0,1,0,0,0
"39004","60RF001005",80,3,74,1,0,1,0,1
"39005","60RF001006",96,2,91,1,0,0,0,2
"39006","60RF001007",225,7,213,0,2,0,1,2
"39007","60RF001008",85,3,79,0,0,1,2,0
"39008","60RF001009",71,6,62,0,0,1,0,2
"39009","60RF001010",159,8,147,1,0,0,0,3
"39010","60RF001011",135,3,130,1,0,0,0,1
"39011","60RF001012",65,2,62,0,1,0,0,0
"39012","60RF001013",149,2,144,1,0,0,1,1
"39013","60RF001014",97,3,93,0,0,0,1,0
"39014","60RF001015",124,7,114,0,1,0,0,2
"39015","60RF001016",173,5,161,0,1,2,2,2
"39016","60RF001017",135,8,120,1,0,0,4,2
"39017","60RF001018",115,5,109,0,0,1,0,0
"39018","60RF001019",91,5,83,0,0,0,1,2
"39019","60RF001020",156,7,147,1,0,1,0,0
"39020","60RF001021",137,1,133,1,0,0,1,1
"39021","60RF001022",168,4,159,0,0,0,2,3
"39022","60RF001023",156,4,146,0,1,1,0,4
"39023","60RF001024",74,0,72,2,0,0,0,0
"39024","60RF001025",66,5,61,0,0,0,0,0
"39025","60RF001026",195,6,183,0,0,0,0,6
"39026","60RF001027",182,5,171,0,0,1,2,3
"39027","60RF001028",190,8,177,0,1,0,2,2
"39028","60RF001029",143,9,134,0,0,0,0,0
"39029","60RF001030",119,2,112,0,0,0,2,3
"39030","60RF001031",94,3,88,0,0,0,2,1
"39031","60RF001032",169,4,163,0,0,1,0,1
"39032","60RF001033",55,2,50,0,0,1,1,1
"39033","60RF001034",85,0,84,0,0,0,0,1
"39034","60RF001035",156,6,145,0,0,2,0,3
"39035","60RF001036",65,0,64,0,1,0,0,0
"39036","60RF001037",95,2,91,0,0,0,2,0
"39037","60RF001038",139,7,131,0,1,0,0,0
"39038","60RF001039",71,4,66,0,0,1,0,0
"39039","60RF001040",129,6,123,0,0,0,0,0
"39040","60RF001041",171,3,162,0,1,0,0,5
"39041","60RF001042",83,10,71,0,1,0,0,1
"39042","60RF001043",125,5,116,0,2,0,1,1
"39043","60RF001044",182,5,173,0,1,0,0,3
"39044","60RF001045",171,3,158,0,0,0,4,6
"39045","60RF001046",200,7,184,0,1,1,2,5
"39046","60RF001047",145,9,128,0,0,0,2,6
"39047","60RF001048",122,5,116,0,0,0,0,1
"39048","60RF001049",117,9,104,0,0,1,1,2
"39049","60RF001050",138,3,135,0,0,0,0,0
"39050","60RF001051",149,2,147,0,0,0,0,0
"39051","60RF001052",125,8,116,1,0,0,0,0
"39052","60RF001053",121,3,117,0,0,0,0,1
"39053","60RF001054",108,3,104,0,1,0,0,0
"39054","60RF001055",107,3,103,0,0,0,0,1
"39055","60RF001056",158,4,150,0,1,2,1,0
"39056","60RF001057",147,7,137,0,1,0,0,2
"39057","60RF001058",84,4,79,0,0,0,0,1
"39058","60RF001059",95,4,87,0,1,2,0,1
"39059","60RF001060",97,4,93,0,0,0,0,0
"39060","60RF001061",109,7,102,0,0,0,0,0
"39061","60RF001062",144,6,137,0,0,0,0,1
"39062","60RF001063",118,2,113,0,1,0,0,2
"39063","60RF001064",117,1,116,0,0,0,0,0
"39064","60RF001065",145,4,138,0,0,0,0,3
"39065","60RF001066",105,3,100,1,1,0,0,0
"39066","60RF001067",115,7,107,0,0,0,1,0
"39067","60RF001068",149,4,144,0,0,0,0,1
"39068","60RF001069",93,2,90,0,0,1,0,0
"39069","60RF001070",81,5,73,0,0,1,1,1
"39070","60RF001071",89,2,85,0,0,0,0,2
"39071","60RF001072",121,2,117,0,0,0,0,2
"39072","60RF001073",104,6,96,0,0,0,0,2
"39073","60RF001074",138,4,129,0,3,0,0,2
"39074","60RF001075",114,0,111,0,0,0,1,2
"39075","60RF001076",89,2,85,0,1,1,0,0
"39076","60RF001077",101,2,95,0,0,0,2,2
"39077","60RF001078",100,3,96,0,1,0,0,0
"39078","60RF001079",176,5,168,1,0,0,0,2
"39079","60RF001080",131,5,126,0,0,0,0,0
"39080","60RF001081",104,4,98,0,0,0,1,1
"39081","60RF001082",130,6,122,0,0,0,0,2
"39082","60RF001083",152,9,137,0,2,1,2,1
"39083","60RF001084",153,3,149,0,0,0,1,0
"39084","60RF001085",125,3,120,0,0,0,1,1
"39085","60RF001086",160,7,153,0,0,0,0,0
"39086","60RF001087",65,3,61,0,0,0,0,1
"39087","60RF001088",178,4,171,1,1,0,0,1
"39088","60RF001089",70,4,64,1,0,1,0,0
"39089","60RF001090",107,5,100,0,0,1,0,1
"39090","60RF001091",65,9,54,0,0,0,0,2
"39091","60RF001092",61,0,59,0,0,0,2,0
"39092","60RF001093",112,3,107,0,0,1,1,0
"39093","60RF001094",101,2,93,1,2,1,0,2
"39094","60RF001095",102,3,96,0,0,0,1,2
"39095","60RF001096",89,7,78,0,0,0,0,4
"39096","60RF001097",108,8,99,0,0,0,0,1
"39097","60RF001098",125,4,117,0,1,1,0,2
"39098","60RF001099",116,4,111,0,0,1,0,0
"39099","60RF001100",81,1,78,0,0,1,0,1
"39100","60RF001101",59,3,54,0,0,0,0,2
"39101","60RF001102",58,0,55,0,0,1,1,1
"39102","60RF001103",73,2,69,0,1,1,0,0
"39103","60RF001104",98,0,98,0,0,0,0,0
"39104","60RF001105",158,9,147,0,0,1,0,1
"39105","60RF001106",168,2,160,0,2,1,1,2
"39106","60RF001107",114,6,100,0,1,0,1,6
"39107","60RF001108",161,4,154,0,0,0,1,2
"39108","60RF001109",104,6,96,0,0,0,0,2
"39109","60RF001110",169,7,158,0,0,0,1,3
"39110","60RF001111",89,3,82,0,0,0,0,4
"39111","60RF001112",82,5,74,0,0,0,1,2
"39112","60RF001113",165,5,157,0,0,0,1,2
"39113","60RF001114",158,6,150,0,0,0,0,2
"39114","60RF001115",164,5,155,0,1,0,0,3
"39115","60RF001116",110,2,105,1,0,0,0,2
"39116","60RF001117",206,13,191,0,0,0,1,1
"39117","60RF001118",199,6,188,0,0,1,0,4
"39118","60RF001119",61,0,59,0,0,1,0,1
"39119","60RF001120",109,5,101,0,0,0,0,3
"39120","60RF001121",119,6,110,0,0,0,1,2
"39121","60RF001122",178,4,168,1,0,0,2,3
"39122","60RF001123",187,6,178,1,0,0,1,1
"39123","60RF001124",149,3,141,0,1,3,1,0
"39124","60RF001125",118,8,106,1,0,1,1,1
"39125","60RF001126",114,3,110,0,0,0,0,1
"39126","60RF001127",203,3,193,0,0,3,1,3
"39127","60RF001128",103,7,94,0,0,0,2,0
"39128","60RF001129",210,7,195,1,2,2,0,3
"39129","60RF001130",132,7,123,0,0,1,0,1
"39130","60RF001131",71,2,68,0,0,1,0,0
"39131","60RF001132",68,2,65,0,0,0,0,1
"39132","60RF001133",181,5,165,0,2,1,4,4
"39133","60RF001134",117,5,109,0,0,0,0,3
"39134","60RF001135",108,10,95,1,0,2,0,0
"39135","60RF001136",77,1,71,0,0,1,1,3
"39136","60RF001137",145,5,139,0,0,1,0,0
"39137","60RF001138",93,5,85,0,0,0,1,2
"39138","60RF001139",161,3,155,0,0,0,1,2
"39139","60RF001140",129,7,117,1,0,2,1,1
"39140","60RF001141",67,2,62,1,1,0,0,1
"39141","60RF001142",110,4,103,1,1,0,0,1
"39142","60RF001143",80,5,73,0,1,0,0,1
"39143","60RF001144",87,2,80,0,1,1,0,3
"39144","60RF001145",65,1,61,0,1,0,0,2
"39145","60RF001146",110,6,102,0,0,2,0,0
"39146","60RF001147",126,5,119,1,0,0,1,0
"39147","60RF001148",113,4,103,1,0,1,1,3
"39148","60RF001149",134,4,121,0,3,2,0,4
"39149","60RF001150",114,5,105,0,0,1,1,2
"39150","60RF001151",121,3,116,0,0,1,1,0
"39151","60RF001152",201,4,193,0,0,0,2,2
"39152","60RF001153",143,4,134,0,0,0,0,5
"39153","60RF001154",127,5,112,0,0,0,2,8
"39154","60RF001155",101,6,93,0,0,1,0,1
"39155","60RF001156",70,5,64,0,1,0,0,0
"39156","60RF001157",81,4,76,0,0,1,0,0
"39157","60RF001158",107,3,96,0,1,0,0,7
"39158","60RF001159",96,6,88,0,0,0,0,2
"39159","60RF001160",137,3,133,0,1,0,0,0
"39160","60RF001161",103,3,100,0,0,0,0,0
"39161","60RF001162",91,4,84,0,0,0,0,3
"39162","60RF001163",146,5,134,0,0,2,2,3
"39163","60RF001164",95,4,89,1,0,0,0,1
"39164","60RF001165",102,2,99,0,1,0,0,0
"39165","60RF001166",125,3,121,1,0,0,0,0
"39166","60RF001167",125,8,117,0,0,0,0,0
"39167","60RF001168",154,8,142,1,0,0,2,1
"39168","60RF001169",94,1,90,0,1,0,0,2
"39169","60RF001170",113,5,107,0,0,0,0,1
"39170","60RF001171",146,9,125,0,1,0,0,11
"39171","60RF001172",85,8,76,1,0,0,0,0
"39172","60RF001173",141,14,125,0,0,1,0,1
"39173","60RF001174",103,5,96,0,0,0,0,2
"39174","60RF001175",85,1,82,0,0,1,1,0
"39175","60RF001176",267,17,225,0,0,3,2,20
"39176","60RF001177",174,9,158,1,0,1,1,4
"39177","60RF001178",179,9,165,1,1,0,0,3
"39178","60RF001179",78,4,69,0,2,0,1,2
"39179","60RF001180",69,0,68,0,0,0,0,1
"39180","60RF001181",155,12,130,1,4,1,0,7
"39181","60RF001182",59,0,57,0,0,1,0,1
"39182","60RF001183",101,5,96,0,0,0,0,0
"39183","60RF001184",109,4,100,1,0,0,1,3
"39184","60RF001185",75,0,72,0,2,1,0,0
"39185","60RF001186",169,2,161,0,1,1,0,4
"39186","60RF001187",149,8,140,0,0,0,1,0
"39187","60RF001188",245,11,222,3,3,0,0,6
"39188","60RF001189",170,7,157,3,0,1,1,1
"39189","60RF001190",217,8,200,0,2,0,1,6
"39190","60RF001191",205,9,188,0,1,1,0,6
"39191","60RF001192",148,6,140,1,0,0,1,0
"39192","60RF001193",153,3,149,1,0,0,0,0
"39193","60RF001194",167,4,162,0,0,1,0,0
"39194","60RF001195",93,2,89,0,0,0,0,2
"39195","60RF001196",101,4,97,0,0,0,0,0
"39196","60RF001197",155,9,143,2,0,0,0,1
"39197","60RF001198",210,2,203,0,1,1,1,2
"39198","60RF001199",159,8,145,0,3,1,1,1
"39199","60RF001200",130,11,114,2,0,0,1,2
"39200","60RF001201",80,2,78,0,0,0,0,0
"39201","60RF001202",101,7,93,0,1,0,0,0
"39202","60RF001203",178,6,166,0,0,2,0,4
"39203","60RF001204",190,5,178,0,1,0,1,5
"39204","60RF001205",170,3,159,0,1,0,5,2
"39205","60RF001206",185,7,169,0,4,2,0,3
"39206","60RF001207",125,4,120,0,0,0,0,1
"39207","60RF001208",136,12,121,1,0,0,2,0
"39208","60RF001209",210,4,203,0,1,0,0,2
"39209","60RF001210",142,3,132,0,1,0,3,3
"39210","60RF001211",176,7,168,0,1,0,0,0
"39211","60RF001212",163,6,152,1,0,0,1,3
"39212","60RF001213",85,2,79,0,2,0,1,1
"39213","60RF001214",173,2,170,0,0,0,0,1
"39214","60RF001215",195,4,183,0,1,1,1,5
"39215","60RF001216",167,15,148,0,1,0,0,3
"39216","60RF001217",133,9,120,0,2,1,0,1
"39217","60RF001218",114,5,108,0,0,1,0,0
"39218","60RF001219",105,2,99,1,0,1,1,1
"39219","60RF001220",100,2,96,0,1,1,0,0
"39220","60RF001221",172,7,161,0,1,0,1,2
"39221","60RF001222",96,4,87,0,0,0,0,5
"39222","60RF001223",170,12,153,1,0,2,1,1
"39223","60RF001224",137,2,132,0,0,1,0,2
"39224","60RF001225",149,6,143,0,0,0,0,0
"39225","60RF001226",117,1,110,1,1,1,0,3
"39226","60RF001227",100,1,98,0,1,0,0,0
"39227","60RF001228",120,3,115,0,0,0,0,2
"39228","60RF001229",77,2,74,0,0,1,0,0
"39229","60RF001230",81,3,74,0,0,3,1,0
"39230","60RF001231",103,5,98,0,0,0,0,0
"39231","60RF001232",144,6,134,0,1,0,3,0
"39232","60RF001233",139,2,135,0,0,1,0,1
"39233","60RF001234",145,8,132,0,0,0,2,3
"39234","60RF001235",85,0,81,0,0,1,1,2
"39235","60RF001236",128,4,123,0,0,0,0,1
"39236","60RF001237",100,0,99,0,1,0,0,0
"39237","60RF001238",96,2,90,0,1,1,0,2
"39238","60RF001239",74,0,73,0,1,0,0,0
"39239","60RF001240",132,1,129,0,0,2,0,0
"39240","60RF001241",99,4,93,0,0,0,0,2
"39241","60RF001242",105,4,98,0,0,0,0,3
"39242","60RF001243",79,1,75,0,0,2,1,0
"39243","60RF001244",87,3,80,1,0,1,1,1
"39244","60RF001245",88,2,84,0,0,0,0,2
"39245","60RF001246",104,2,98,1,0,0,1,2
"39246","60RF001247",114,1,109,0,1,0,0,3
"39247","60RF001248",111,5,104,1,1,0,0,0
"39248","60RF001249",144,10,131,0,0,1,0,2
"39249","60RF001250",104,7,95,0,1,0,0,1
"39250","60RF001251",112,1,108,1,1,0,1,0
"39251","60RF001252",139,3,133,0,1,0,1,1
"39252","60RF001253",56,3,53,0,0,0,0,0
"39253","60RF001254",87,1,84,0,0,1,0,1
"39254","60RF001255",77,3,70,0,0,0,0,4
"39255","60RF001256",105,4,101,0,0,0,0,0
"39256","60RF001257",94,4,90,0,0,0,0,0
"39257","60RF001258",220,4,215,0,0,0,0,1
"39258","60RF001259",173,9,162,0,1,0,0,1
"39259","60RF001260",108,13,94,0,1,0,0,0
"39260","60RF001261",125,4,113,1,0,0,0,7
"39261","60RF001262",153,5,144,0,0,2,1,1
"39262","60RF001263",120,4,113,1,1,0,1,0
"39263","60RF001264",115,3,111,0,0,0,0,1
"39264","60RF001265",99,6,91,0,0,0,0,2
"39265","60RF001266",143,8,126,3,0,0,2,4
"39266","60RF001267",64,3,61,0,0,0,0,0
"39267","60RF001268",70,2,68,0,0,0,0,0
"39268","60RF001269",174,2,169,0,0,0,3,0
"39269","60RF001270",233,11,217,0,1,0,1,3
"39270","60RF001271",168,6,161,0,1,0,0,0
"39271","60RF001272",184,15,159,0,2,1,2,5
"39272","60RF001273",120,5,111,1,0,0,0,3
"39273","60RF001274",117,9,104,1,0,0,2,1
"39274","60RF001275",149,5,140,0,0,1,1,2
"39275","60RF001276",100,5,94,0,0,0,0,1
"39276","60RF001277",178,4,165,0,2,2,4,1
"39277","60RF001278",185,11,166,0,1,0,6,1
"39278","60RF001279",118,10,106,1,0,0,0,1
"39279","60RF001280",223,8,201,0,0,1,1,12
"39280","60RF001281",105,4,97,0,0,2,0,2
"39281","60RF001282",166,16,149,0,0,0,0,1
"39282","60RF001283",124,4,118,0,0,0,0,2
"39283","60RF001284",165,7,155,0,0,1,1,1
"39284","60RF001285",192,9,177,0,0,0,0,6
"39285","60RF001286",123,5,112,0,0,0,0,6
"39286","60RF001287",102,2,96,0,0,0,1,3
"39287","60RF001288",197,10,180,0,0,1,0,6
"39288","60RF001289",207,6,196,0,1,1,1,2
"39289","60RF001290",99,1,97,1,0,0,0,0
"39290","60RF001291",96,6,83,0,0,0,0,7
"39291","60RF001292",149,1,144,1,2,0,0,1
"39292","60RF001293",123,4,119,0,0,0,0,0
"39293","60RF001294",167,8,157,0,1,0,0,1
"39294","60RF001295",158,7,148,0,0,0,1,2
"39295","60RF001296",77,1,72,0,1,0,0,3
"39296","60RF001297",187,14,169,0,1,0,2,1
"39297","60RF001298",162,7,153,0,0,1,0,1
"39298","60RF001299",147,6,134,0,1,1,0,5
"39299","60RF001300",133,3,124,0,1,2,0,3
"39300","60RF001301",147,3,142,0,0,1,0,1
"39301","60RF001302",200,10,186,0,2,0,0,2
"39302","60RF001303",89,2,84,1,0,0,1,1
"39303","60RF001304",100,10,86,0,0,1,1,2
"39304","60RF001305",181,8,168,0,1,1,2,1
"39305","60RF001306",72,0,68,0,0,1,1,2
"39306","60RF001307",160,10,147,1,0,0,1,1
"39307","60RF001308",92,6,79,0,1,5,0,1
"39308","60RF001309",190,5,183,0,1,1,0,0
"39309","60RF001310",177,7,164,0,3,1,1,1
"39310","60RF001311",114,5,106,1,0,0,0,2
"39311","60RF001312",177,7,170,0,0,0,0,0
"39312","60RF001313",171,6,163,0,2,0,0,0
"39313","60RF001314",165,1,161,0,2,0,1,0
"39314","60RF001315",219,17,194,1,1,0,1,5
"39315","60RF001316",171,5,162,0,0,1,2,1
"39316","60RF001317",144,4,139,0,0,0,0,1
"39317","60RF001318",174,4,160,2,1,0,3,4
"39318","60RF001319",98,4,93,0,1,0,0,0
"39319","60RF001320",63,7,54,0,0,0,1,1
"39320","60RF001321",141,12,124,0,0,0,0,5
"39321","60RF001322",237,8,223,0,0,3,1,2
"39322","60RF001323",178,6,168,0,0,1,2,1
"39323","60RF001324",149,6,139,0,1,0,3,0
"39324","60RF001325",114,7,107,0,0,0,0,0
"39325","60RF001326",96,0,96,0,0,0,0,0
"39326","60RF001327",123,5,114,0,0,1,1,2
"39327","60RF001328",137,4,133,0,0,0,0,0
"39328","60RF001329",94,4,90,0,0,0,0,0
"39329","60RF001330",165,2,159,1,0,1,0,2
"39330","60RF001331",158,8,141,0,3,0,3,3
"39331","60RF001332",97,4,88,0,0,1,1,3
"39332","60RF001333",84,2,82,0,0,0,0,0
"39333","60RF001334",112,7,103,0,0,1,0,1
"39334","60RF001335",142,8,130,0,2,0,0,2
"39335","60RF001336",97,3,94,0,0,0,0,0
"39336","60RF001337",128,3,118,0,1,1,2,3
"39337","60RF001338",100,5,93,1,0,1,0,0
"39338","60RF001339",87,2,81,0,1,0,0,3
"39339","60RF001340",130,7,121,0,0,1,0,1
"39340","60RF001341",79,2,74,0,0,0,1,2
"39341","60RF001342",101,4,95,0,0,0,0,2
"39342","60RF001343",122,7,113,0,0,0,2,0
"39343","60RF001344",107,3,102,0,0,0,0,2
"39344","60RF001345",140,3,131,0,0,1,2,3
"39345","60RF001346",103,0,99,0,1,0,0,3
"39346","60RF001347",119,5,113,0,1,0,0,0
"39347","60RF001348",131,5,120,0,0,0,3,3
"39348","60RF001349",101,3,97,0,1,0,0,0
"39349","60RF001350",120,1,114,0,0,1,2,2
"39350","60RF001351",106,5,99,2,0,0,0,0
"39351","60RF001352",126,8,117,0,1,0,0,0
"39352","60RF001353",114,2,108,0,1,0,0,3
"39353","60RF001354",113,4,106,0,1,2,0,0
"39354","60RF001355",144,5,134,0,1,1,1,2
"39355","60RF001356",110,4,104,0,1,0,1,0
"39356","60RF001357",84,5,79,0,0,0,0,0
"39357","60RF001358",72,2,69,0,0,0,0,1
"39358","60RF001359",71,1,67,0,0,0,2,1
"39359","60RF001360",111,2,107,0,0,0,2,0
"39360","60RF001361",122,5,116,0,0,0,0,1
"39361","60RF001362",79,5,74,0,0,0,0,0
"39362","60RF001363",157,6,147,0,2,2,0,0
"39363","60RF001364",124,4,113,1,2,0,1,3
"39364","60RF001365",164,2,158,0,1,1,1,1
"39365","60RF001366",113,3,109,0,0,0,0,1
"39366","60RF001367",97,1,96,0,0,0,0,0
"39367","60RF001368",119,4,114,0,0,0,0,1
"39368","60RF001369",118,2,115,0,1,0,0,0
"39369","60RF001370",101,2,96,0,0,0,1,2
"39370","60RF001371",55,2,51,0,1,0,1,0
"39371","60RF001372",118,10,102,0,0,1,1,4
"39372","60RF001373",76,1,73,0,0,0,2,0
"39373","60RF001374",62,0,62,0,0,0,0,0
"39374","60RF001375",100,5,89,0,0,0,0,6
"39375","60RF001376",117,3,109,0,0,0,0,5
"39376","60RF001377",127,2,124,0,0,0,1,0
"39377","60RF001378",111,3,106,0,0,0,1,1
"39378","60RF001379",144,5,138,0,0,0,0,1
"39379","60RF001380",60,0,59,0,0,0,1,0
"39380","60RF001381",84,1,80,0,0,0,2,1
"39381","60RF001382",71,5,65,0,0,0,0,1
"39382","60RF001383",83,2,79,0,0,1,0,1
"39383","60RF001384",138,6,130,0,0,0,1,1
"39384","60RF001385",96,3,90,1,0,1,0,1
"39385","60RF001386",122,2,116,0,0,2,2,0
"39386","60RF001387",94,2,90,0,0,0,1,1
"39387","60RF001388",142,4,134,0,0,1,0,3
"39388","60RF001389",122,1,120,0,0,1,0,0
"39389","60RF001390",100,7,89,1,0,0,0,3
"39390","60RF001391",145,7,134,1,0,1,1,1
"39391","60RF001392",153,3,145,0,0,1,2,2
"39392","60RF001393",130,4,121,0,1,1,0,3
"39393","60RF001394",153,1,149,0,0,0,1,2
"39394","60RF001395",111,9,99,0,1,1,1,0
"39395","60RF001396",133,2,129,0,0,1,1,0
"39396","60RF001397",156,5,147,0,1,0,0,3
"39397","60RF001398",146,2,136,1,0,1,1,5
"39398","60RF001399",208,12,193,0,0,0,1,2
"39399","60RF001400",201,6,189,1,0,3,1,1
